name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,state,status
Nydia Telesco,1900-01-01,1823,92109,2012-06-01,1837.0,1470.0,122,San Diego,San Diego County,CA,high risk
Burton Hyden,1972-04-28,268,92132,2010-12-13,856.0,779.0,50,San Diego,San Diego County,CA,high risk
Harriette Hackett,1900-01-01,919,92130,2011-04-21,2058.0,1790.0,122,San Diego,San Diego County,CA,high risk
Becky Oh,1981-11-02,188,92182,2010-12-01,0.0,994.0,41,San Diego,San Diego County,CA,high risk
Michele Luck,1900-01-01,1687,92179,2011-02-11,1991.0,1810.0,122,San Diego,San Diego County,CA,high risk
Dreama Henline,1960-11-03,610,92192,2010-05-14,1396.0,1117.0,62,San Diego,San Diego County,CA,high risk
Barry Peckham,1971-06-13,180,92169,2010-07-15,2070.0,1882.0,51,San Diego,San Diego County,CA,high risk
Agustina Spargo,1900-01-01,21,92111,2010-08-11,2517.0,2289.0,122,San Diego,San Diego County,CA,high risk
Rosario Heckman,1967-05-09,1981,92113,2011-07-15,1386.0,1260.0,55,San Diego,San Diego County,CA,high risk
Michele Luck,1900-01-01,1687,92179,2012-09-17,2262.0,1810.0,122,San Diego,San Diego County,CA,high risk
Noreen Kerschner,1975-02-20,1812,92139,2010-05-12,1522.0,1384.0,47,San Diego,San Diego County,CA,high risk
Rudolph Fredrickson,1979-12-18,2007,92177,2012-02-16,2692.0,2154.0,43,San Diego,San Diego County,CA,high risk
Gwenda Morocco,1996-07-23,892,92112,2010-03-11,1754.0,1595.0,26,San Diego,San Diego County,CA,high risk
Jeff Mckeller,1900-01-01,1086,92110,2010-06-26,1313.0,1142.0,122,San Diego,San Diego County,CA,high risk
Nichole Nethery,1900-01-01,1786,92123,2010-05-19,1403.0,1220.0,122,San Diego,San Diego County,CA,high risk
Colette Letson,2004-09-17,438,92126,2012-03-09,1641.0,1492.0,18,San Diego,San Diego County,CA,high risk
Estefana Willmore,1977-07-17,720,92133,2011-09-04,0.0,1673.0,45,San Diego,San Diego County,CA,high risk
Charley Ding,1900-01-01,371,92177,2010-02-10,1268.0,1153.0,122,San Diego,San Diego County,CA,high risk
Lenita Setton,1982-10-28,1383,92170,2011-11-23,1395.0,1116.0,40,San Diego,San Diego County,CA,high risk
Penelope Alarcon,1900-01-01,1879,92169,2010-04-14,1325.0,1205.0,122,San Diego,San Diego County,CA,high risk
Giuseppe Rodriquez,1985-04-06,862,92124,2012-01-15,2285.0,2078.0,37,San Diego,San Diego County,CA,high risk
Mabelle Hirata,1900-01-01,1502,92164,2011-07-12,1420.0,1291.0,122,San Diego,San Diego County,CA,high risk
Winford Weiler,1900-01-01,2438,92145,2011-08-14,1819.0,1654.0,122,San Diego,San Diego County,CA,high risk
Lupe Mcnally,1962-08-07,1487,92115,2010-09-15,1581.0,1438.0,60,San Diego,San Diego County,CA,high risk
Edward Pella,1900-01-01,631,92109,2011-05-11,1295.0,1178.0,122,San Diego,San Diego County,CA,high risk
Nicky Hendon,1977-03-13,1790,92133,2012-05-11,1579.0,1436.0,45,San Diego,San Diego County,CA,high risk
Joselyn Mani,1949-08-11,1152,92192,2012-08-12,1834.0,1668.0,73,San Diego,San Diego County,CA,high risk
Katelynn Genao,1988-04-10,1210,92187,2010-09-10,1584.0,1440.0,34,San Diego,San Diego County,CA,high risk
Trinity Moline,1900-01-01,2327,92160,2011-03-13,2267.0,2061.0,122,San Diego,San Diego County,CA,high risk
Wilhemina Luckey,1990-02-02,2423,92115,2010-07-18,1604.0,1395.0,32,San Diego,San Diego County,CA,high risk
Cedric Bazile,1987-07-04,347,92137,2012-06-18,1911.0,1662.0,35,San Diego,San Diego County,CA,high risk
Danyell Zimmerer,1900-01-01,496,92104,2010-04-15,1504.0,1368.0,122,San Diego,San Diego County,CA,high risk
Candyce Vandervoort,1900-01-01,291,92121,2012-05-10,1798.0,1635.0,122,San Diego,San Diego County,CA,high risk
Bradley Muench,1900-01-01,231,92159,2012-01-20,1566.0,1362.0,122,San Diego,San Diego County,CA,high risk
Beckie Balbuena,1984-06-14,187,92135,2011-07-24,2165.0,1883.0,38,San Diego,San Diego County,CA,high risk
Corie Grove,1900-01-01,447,92128,2011-10-09,1104.0,1004.0,122,San Diego,San Diego County,CA,high risk
Helga Walston,1977-02-11,930,92121,2010-09-10,1666.0,1515.0,45,San Diego,San Diego County,CA,high risk
Ta Hepler,1978-02-19,2199,92165,2011-10-10,1270.0,1155.0,44,San Diego,San Diego County,CA,high risk
Lesia Zwart,1980-03-12,1405,92190,2010-12-17,2159.0,1878.0,42,San Diego,San Diego County,CA,high risk
Risa Gallaway,1900-01-01,1951,92174,2012-08-08,0.0,2164.0,122,San Diego,San Diego County,CA,high risk
Sharolyn Martines,1900-01-01,2089,92116,2011-03-09,2017.0,1834.0,122,San Diego,San Diego County,CA,high risk
Naida Bergh,1900-01-01,1745,92123,2011-01-11,1189.0,1081.0,122,San Diego,San Diego County,CA,high risk
Morris Highsmith,1953-08-14,1728,92166,2010-03-10,1867.0,1698.0,69,San Diego,San Diego County,CA,high risk
Kyung Fraga,1958-01-23,1302,92190,2012-08-13,1851.0,1683.0,64,San Diego,San Diego County,CA,high risk
Kristal Meals,1900-01-01,1280,92134,2012-07-21,2332.0,2028.0,122,San Diego,San Diego County,CA,high risk
Angla Durrah,1900-01-01,100,92160,2010-10-04,1863.0,1491.0,122,San Diego,San Diego County,CA,high risk
Wilhemina Luckey,1990-02-02,2423,92115,2010-03-10,1534.0,1395.0,32,San Diego,San Diego County,CA,high risk
Vada Pesina,1982-07-26,2351,92194,2011-10-09,1799.0,1636.0,40,San Diego,San Diego County,CA,high risk
Nathaniel Prahl,1900-01-01,1768,92126,2012-04-06,2132.0,1706.0,122,San Diego,San Diego County,CA,high risk
Jaime Ambrose,1900-01-01,1014,92128,2011-12-17,1987.0,1728.0,122,San Diego,San Diego County,CA,high risk
Morris Highsmith,1953-08-14,1729,92149,2012-03-10,1950.0,1773.0,69,San Diego,San Diego County,CA,high risk
Clorinda Looby,1980-09-04,431,92127,2011-12-10,1415.0,1287.0,42,San Diego,San Diego County,CA,high risk
Magali Spade,1900-01-01,1522,92137,2011-03-14,1800.0,1637.0,122,San Diego,San Diego County,CA,high risk
Blair Schroder,1973-08-01,216,92122,2012-07-12,1712.0,1557.0,49,San Diego,San Diego County,CA,high risk
Fidel Harrelson,1986-05-28,773,92170,2011-07-26,2021.0,1758.0,36,San Diego,San Diego County,CA,high risk
Soo Goshorn,1900-01-01,2161,92109,2012-05-13,2168.0,1971.0,122,San Diego,San Diego County,CA,high risk
Shila Winn,2008-04-27,2133,92120,2011-12-12,1523.0,1385.0,14,San Diego,San Diego County,CA,high risk
Dionne Aman,1900-01-01,584,92147,2011-05-11,1111.0,1010.0,122,San Diego,San Diego County,CA,high risk
Sean Proctor,1900-01-01,2057,92117,2010-05-08,2456.0,1965.0,122,San Diego,San Diego County,CA,high risk
Dessie Townson,1999-09-25,572,92124,2011-12-26,1644.0,1430.0,23,San Diego,San Diego County,CA,high risk
Magali Spade,1900-01-01,1522,92137,2010-08-10,2046.0,1637.0,122,San Diego,San Diego County,CA,high risk
Tessie Calfee,1900-01-01,2257,92150,2011-12-12,1482.0,1348.0,122,San Diego,San Diego County,CA,high risk
Noreen Moe,1979-04-28,1814,92145,2012-04-09,1510.0,1373.0,43,San Diego,San Diego County,CA,high risk
Elidia Despain,1960-02-08,658,92124,2010-02-13,2137.0,1943.0,62,San Diego,San Diego County,CA,high risk
Gwendolyn Licea,1991-08-12,894,92128,2012-05-09,1493.0,1358.0,31,San Diego,San Diego County,CA,high risk
Bruce Johns,1988-01-24,250,92133,2010-11-19,1651.0,1436.0,34,San Diego,San Diego County,CA,high risk
Elfreda Rowse,1900-01-01,654,92127,2010-12-17,1474.0,1282.0,122,San Diego,San Diego County,CA,high risk
Angla Durrah,1900-01-01,100,92160,2012-03-14,1640.0,1491.0,122,San Diego,San Diego County,CA,high risk
Tara Chalk,1900-01-01,2223,92169,2011-12-26,1881.0,1636.0,122,San Diego,San Diego County,CA,high risk
Joselyn Mani,1949-08-11,1152,92192,2010-12-31,1918.0,1668.0,73,San Diego,San Diego County,CA,high risk
Joetta Hiner,1900-01-01,1124,92172,2011-11-01,0.0,1733.0,122,San Diego,San Diego County,CA,high risk
Malinda Hemby,1900-01-01,1542,92132,2010-07-22,1758.0,1529.0,122,San Diego,San Diego County,CA,high risk
Rudolph Fredrickson,1979-12-18,2007,92177,2012-08-01,2692.0,2154.0,43,San Diego,San Diego County,CA,high risk
Mariette Frink,1900-01-01,1587,92116,2012-02-13,2126.0,1933.0,122,San Diego,San Diego County,CA,high risk
Merrilee Winegarden,1900-01-01,1676,92162,2010-02-09,1383.0,1258.0,122,San Diego,San Diego County,CA,high risk
Leandra Anstine,1900-01-01,1358,92171,2011-06-17,1792.0,1559.0,122,San Diego,San Diego County,CA,high risk
Marita Iannuzzi,1900-01-01,1600,92124,2012-08-10,1884.0,1713.0,122,San Diego,San Diego County,CA,high risk
Jesse Doonan,1980-02-07,1108,92170,2012-07-06,2215.0,1772.0,42,San Diego,San Diego County,CA,high risk
Alayna Alger,1973-06-23,30,92116,2011-11-11,1083.0,985.0,49,San Diego,San Diego County,CA,high risk
Jayme Koonce,1957-04-19,1066,92124,2011-08-18,2116.0,1840.0,65,San Diego,San Diego County,CA,high risk
Pasquale Breitenstein,1954-09-13,1862,92101,2010-03-01,0.0,1038.0,68,San Diego,San Diego County,CA,high risk
Avelina Sheaffer,1900-01-01,171,92114,2010-02-11,1626.0,1479.0,122,San Diego,San Diego County,CA,high risk
Emilee Samford,1900-01-01,686,92191,2011-03-01,1668.0,1451.0,122,San Diego,San Diego County,CA,high risk
Magali Spade,1900-01-01,1522,92137,2012-06-02,2046.0,1637.0,122,San Diego,San Diego County,CA,high risk
Cyrstal Thoma,1994-08-16,465,92150,2012-06-09,1131.0,1029.0,28,San Diego,San Diego County,CA,high risk
Tomika Sylvestre,1968-09-20,2290,92133,2012-09-22,1705.0,1483.0,54,San Diego,San Diego County,CA,high risk
Lenita Setton,1982-10-28,1383,92170,2012-08-29,1283.0,1116.0,40,San Diego,San Diego County,CA,high risk
Sparkle Manus,1900-01-01,2165,92115,2011-05-16,1445.0,1314.0,122,San Diego,San Diego County,CA,high risk
Shalonda Kerns,1900-01-01,2067,92187,2011-12-11,1648.0,1499.0,122,San Diego,San Diego County,CA,high risk
Sonny Hayslip,1982-08-26,2160,92168,2011-11-10,1684.0,1531.0,40,San Diego,San Diego County,CA,high risk
Shalonda Kerns,1900-01-01,2067,92187,2012-07-18,1723.0,1499.0,122,San Diego,San Diego County,CA,high risk
Treasa Island,1976-08-21,2319,92115,2012-04-16,1854.0,1686.0,46,San Diego,San Diego County,CA,high risk
Josefine Engelhard,1993-12-19,1148,92174,2010-05-01,1538.0,1338.0,29,San Diego,San Diego County,CA,high risk
Sona Saidi,1988-12-16,2154,92161,2012-07-04,1248.0,999.0,34,San Diego,San Diego County,CA,high risk
Dalila Mccalla,1900-01-01,471,92186,2012-10-06,1533.0,1227.0,122,San Diego,San Diego County,CA,high risk
Rina Ennals,1981-04-27,1948,92124,2012-04-12,1676.0,1341.0,41,San Diego,San Diego County,CA,high risk
Madie Pompa,1966-04-28,1516,92115,2011-03-01,1765.0,1535.0,56,San Diego,San Diego County,CA,high risk
Alita Villasenor,1900-01-01,56,92175,2011-02-06,0.0,1135.0,122,San Diego,San Diego County,CA,high risk
Lorina Krehbiel,1984-10-23,1453,92175,2012-04-09,1806.0,1642.0,38,San Diego,San Diego County,CA,high risk
Rosalinda Burgin,1980-07-15,1972,92101,2012-04-14,1551.0,1410.0,42,San Diego,San Diego County,CA,high risk
Enid Couch,1984-07-03,704,92168,2012-02-10,1788.0,1626.0,38,San Diego,San Diego County,CA,high risk
Soon Pouncy,1900-01-01,2164,92123,2012-04-01,0.0,1413.0,122,San Diego,San Diego County,CA,high risk
Jackie Hottinger,2010-10-19,1001,92194,2010-10-12,2171.0,1974.0,12,San Diego,San Diego County,CA,high risk
Jonna Newcomb,1900-01-01,1145,92159,2011-08-16,1619.0,1472.0,122,San Diego,San Diego County,CA,high risk
Jayme Koonce,1957-04-19,1066,92124,2011-09-28,2116.0,1840.0,65,San Diego,San Diego County,CA,high risk
Tomoko Dollins,1900-01-01,2293,92167,2011-05-10,1152.0,1048.0,122,San Diego,San Diego County,CA,high risk
Mai Routt,1900-01-01,1535,92168,2012-04-14,2316.0,2106.0,122,San Diego,San Diego County,CA,high risk
Chau Luczynski,1900-01-01,374,92119,2010-09-21,1476.0,1284.0,122,San Diego,San Diego County,CA,high risk
Charley Ding,1900-01-01,371,92177,2011-12-25,1325.0,1153.0,122,San Diego,San Diego County,CA,high risk
Earline Helmick,1989-06-22,620,92170,2012-04-12,1324.0,1204.0,33,San Diego,San Diego County,CA,high risk
Shanon Shrewsbury,1900-01-01,2081,92158,2011-08-09,807.0,734.0,122,San Diego,San Diego County,CA,high risk
Ok Tapscott,1970-09-22,1834,92169,2011-08-23,966.0,840.0,52,San Diego,San Diego County,CA,high risk
Tomoko Dollins,1900-01-01,2293,92167,2010-11-15,1152.0,1048.0,122,San Diego,San Diego County,CA,high risk
Assunta Hebel,1989-11-24,157,92105,2011-05-19,1426.0,1240.0,33,San Diego,San Diego County,CA,high risk
Haywood Weidenbach,1900-01-01,923,92162,2010-09-09,1426.0,1297.0,122,San Diego,San Diego County,CA,high risk
Rachael Mings,1900-01-01,1904,92120,2011-04-09,1998.0,1817.0,122,San Diego,San Diego County,CA,high risk
Larae Netherland,1900-01-01,1323,92155,2012-04-26,1035.0,900.0,122,San Diego,San Diego County,CA,high risk
Malinda Hemby,1900-01-01,1542,92132,2011-11-09,1911.0,1529.0,122,San Diego,San Diego County,CA,high risk
Violeta Parkin,1900-01-01,2389,92140,2011-11-10,1585.0,1268.0,122,San Diego,San Diego County,CA,high risk
Wilhemina Luckey,1990-02-02,2423,92115,2012-05-30,1604.0,1395.0,32,San Diego,San Diego County,CA,high risk
Gerard Jones,1900-01-01,838,92105,2012-02-15,1574.0,1431.0,122,San Diego,San Diego County,CA,high risk
Abraham Maggi,1900-01-01,5,92160,2012-01-11,1395.0,1269.0,122,San Diego,San Diego County,CA,high risk
Bradley Muench,1900-01-01,231,92159,2010-06-12,1498.0,1362.0,122,San Diego,San Diego County,CA,high risk
Violeta Parkin,1900-01-01,2389,92140,2012-02-14,1585.0,1268.0,122,San Diego,San Diego County,CA,high risk
Erlinda Greenman,1900-01-01,711,92111,2011-06-16,1276.0,1160.0,122,San Diego,San Diego County,CA,high risk
Emil Oler,1986-05-23,697,92106,2012-02-15,1325.0,1205.0,36,San Diego,San Diego County,CA,high risk
Stacia Fambro,1900-01-01,2168,92114,2011-04-20,2009.0,1747.0,122,San Diego,San Diego County,CA,high risk
Nadine Defalco,2001-10-20,1744,92104,2011-09-15,0.0,1468.0,21,San Diego,San Diego County,CA,high risk
Leota Suazo,1954-12-06,1401,92184,2011-07-09,1656.0,1506.0,68,San Diego,San Diego County,CA,high risk
Merna Lasalle,1900-01-01,1672,92107,2012-05-12,1841.0,1674.0,122,San Diego,San Diego County,CA,high risk
Sammy Piedra,1939-10-12,2039,92162,2011-11-09,1357.0,1234.0,83,San Diego,San Diego County,CA,high risk
Mariette Frink,1900-01-01,1587,92116,2010-02-20,2222.0,1933.0,122,San Diego,San Diego County,CA,high risk
Sherell Burnley,1900-01-01,2116,92119,2012-04-11,1083.0,985.0,122,San Diego,San Diego County,CA,high risk
Gwendolyn Licea,1991-08-12,894,92128,2011-08-10,1493.0,1358.0,31,San Diego,San Diego County,CA,high risk
Derick Maus,1900-01-01,567,92195,2010-04-10,1197.0,1089.0,122,San Diego,San Diego County,CA,high risk
Jene Aguiar,1900-01-01,1087,92135,2010-10-09,1156.0,1051.0,122,San Diego,San Diego County,CA,high risk
Bradly Bustos,1900-01-01,234,92172,2011-05-09,1698.0,1544.0,122,San Diego,San Diego County,CA,high risk
Anne Mielke,1953-04-11,115,92168,2010-02-14,2379.0,2163.0,69,San Diego,San Diego County,CA,high risk
Rutha Harshaw,1965-03-12,2016,92191,2012-02-14,1511.0,1374.0,57,San Diego,San Diego County,CA,high risk
Remona Brobst,1900-01-01,1932,92184,2010-09-15,1584.0,1440.0,122,San Diego,San Diego County,CA,high risk
Denna Rumery,1955-04-19,560,92123,2012-08-09,1729.0,1572.0,67,San Diego,San Diego County,CA,high risk
Denna Rumery,1955-04-19,560,92123,2011-12-03,0.0,1572.0,67,San Diego,San Diego County,CA,high risk
Walter Squillace,1900-01-01,2402,92112,2010-07-04,1920.0,1536.0,122,San Diego,San Diego County,CA,high risk
Phillip Burden,1900-01-01,1886,92121,2010-10-15,1525.0,1387.0,122,San Diego,San Diego County,CA,high risk
Delois Dyer,1900-01-01,545,92164,2011-07-12,1508.0,1371.0,122,San Diego,San Diego County,CA,high risk
Aurora Stricklin,1960-04-28,169,92150,2012-04-07,2142.0,1714.0,62,San Diego,San Diego County,CA,high risk
Dannie Hallam,1900-01-01,490,92167,2011-08-11,0.0,1736.0,122,San Diego,San Diego County,CA,high risk
Danyell Zimmerer,1900-01-01,496,92104,2010-09-10,1504.0,1368.0,122,San Diego,San Diego County,CA,high risk
Krystyna Vansant,1969-03-26,1288,92171,2011-11-09,2047.0,1861.0,53,San Diego,San Diego County,CA,high risk
Lizzette Blowers,1985-03-23,1435,92162,2011-09-06,2158.0,1727.0,37,San Diego,San Diego County,CA,high risk
Allyson Giberson,1900-01-01,61,92104,2010-09-09,1662.0,1511.0,122,San Diego,San Diego County,CA,high risk
Emma Dunkel,1900-01-01,698,92128,2010-09-01,0.0,1502.0,122,San Diego,San Diego County,CA,high risk
Patricia Huckaby,1991-08-13,1864,92171,2010-04-14,1908.0,1735.0,31,San Diego,San Diego County,CA,high risk
Sona Saidi,1988-12-16,2153,92194,2010-08-29,1760.0,1531.0,34,San Diego,San Diego County,CA,high risk
Corie Grove,1900-01-01,447,92128,2012-09-11,1104.0,1004.0,122,San Diego,San Diego County,CA,high risk
Otha Overlock,1985-12-18,1848,92104,2012-06-29,1489.0,1295.0,37,San Diego,San Diego County,CA,high risk
Lennie Schoonover,1900-01-01,1384,92130,2010-09-01,0.0,1613.0,122,San Diego,San Diego County,CA,high risk
Londa Coloma,1986-09-11,1443,92179,2011-02-16,1538.0,1399.0,36,San Diego,San Diego County,CA,high risk
Kayla Stwart,1986-05-17,1223,92117,2011-05-18,1951.0,1697.0,36,San Diego,San Diego County,CA,high risk
Remona Brobst,1900-01-01,1932,92184,2010-03-26,1656.0,1440.0,122,San Diego,San Diego County,CA,high risk
Fleta Kogan,1974-10-26,776,92109,2011-06-01,0.0,811.0,48,San Diego,San Diego County,CA,high risk
Gala Griffis,1951-04-27,813,92195,2012-09-01,0.0,1159.0,71,San Diego,San Diego County,CA,high risk
Dara Ottman,1900-01-01,498,92164,2011-08-12,2071.0,1883.0,122,San Diego,San Diego County,CA,high risk
Katherina Audia,1900-01-01,1211,92139,2010-04-13,1260.0,1146.0,122,San Diego,San Diego County,CA,high risk
Gay Botelho,1977-07-08,816,92196,2012-01-09,1999.0,1818.0,45,San Diego,San Diego County,CA,high risk
Jina Ling,1984-10-25,1116,92108,2012-08-19,2001.0,1740.0,38,San Diego,San Diego County,CA,high risk
Kesha Stackhouse,1900-01-01,1247,92176,2011-09-10,1535.0,1396.0,122,San Diego,San Diego County,CA,high risk
Danyell Zimmerer,1900-01-01,496,92104,2010-08-03,1710.0,1368.0,122,San Diego,San Diego County,CA,high risk
Halina Carron,1975-11-07,900,92193,2011-07-15,1247.0,1134.0,47,San Diego,San Diego County,CA,high risk
Abbey Kluth,1900-01-01,2,92198,2012-10-11,2023.0,1619.0,122,San Diego,San Diego County,CA,high risk
Chery Stinson,1900-01-01,387,92122,2011-01-08,1833.0,1467.0,122,San Diego,San Diego County,CA,high risk
Kecia Converse,1964-04-19,1226,92179,2011-10-14,1884.0,1713.0,58,San Diego,San Diego County,CA,high risk
Seymour Zawacki,2002-06-06,2065,92195,2010-08-16,1751.0,1592.0,20,San Diego,San Diego County,CA,high risk
Jonelle Trogdon,1900-01-01,1143,92102,2011-09-15,2025.0,1841.0,122,San Diego,San Diego County,CA,high risk
Anne Mielke,1953-04-11,115,92168,2011-07-10,2379.0,2163.0,69,San Diego,San Diego County,CA,high risk
Sonny Hayslip,1982-08-26,2160,92168,2011-06-11,1684.0,1531.0,40,San Diego,San Diego County,CA,high risk
Hobert Whitwell,1900-01-01,943,92114,2010-04-03,2592.0,2074.0,122,San Diego,San Diego County,CA,high risk
Enrique Wendell,1975-03-13,705,92116,2011-07-19,1736.0,1510.0,47,San Diego,San Diego County,CA,high risk
Ariel Mathisen,1900-01-01,136,92163,2010-12-20,1574.0,1369.0,122,San Diego,San Diego County,CA,high risk
Dannie Hallam,1900-01-01,490,92167,2011-07-22,1996.0,1736.0,122,San Diego,San Diego County,CA,high risk
Marvella Westling,1900-01-01,1624,92193,2011-12-09,1571.0,1429.0,122,San Diego,San Diego County,CA,high risk
Brynn Whisenhunt,1900-01-01,260,92137,2012-03-12,2048.0,1862.0,122,San Diego,San Diego County,CA,high risk
Carolina Keppel,2003-07-09,320,92172,2010-12-11,1584.0,1440.0,19,San Diego,San Diego County,CA,high risk
Aundrea Rench,1961-04-22,163,92132,2010-09-09,1668.0,1517.0,61,San Diego,San Diego County,CA,high risk
Edward Pella,1900-01-01,631,92109,2011-02-02,1472.0,1178.0,122,San Diego,San Diego County,CA,high risk
Lelah Capshaw,1986-03-28,1379,92169,2011-06-24,0.0,2121.0,36,San Diego,San Diego County,CA,high risk
Arlena Nowlen,1986-06-18,138,92196,2012-07-10,2015.0,1832.0,36,San Diego,San Diego County,CA,high risk
Angla Durrah,1900-01-01,100,92160,2012-02-11,1640.0,1491.0,122,San Diego,San Diego County,CA,high risk
Shiela Fremont,2004-02-19,2131,92175,2011-04-29,1651.0,1436.0,18,San Diego,San Diego County,CA,high risk
Noreen Kerschner,1975-02-20,1812,92139,2010-10-19,1591.0,1384.0,47,San Diego,San Diego County,CA,high risk
Darrel Cianciolo,1900-01-01,509,92194,2012-04-01,0.0,1494.0,122,San Diego,San Diego County,CA,high risk
Lizzette Krajewski,2006-12-18,1436,92147,2011-10-15,2128.0,1935.0,16,San Diego,San Diego County,CA,high risk
Hayden Holford,1900-01-01,922,92138,2012-08-09,2306.0,2097.0,122,San Diego,San Diego County,CA,high risk
