name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,lat,lng,housingUnits,occupiedHousingUnits,medianIncome,population,state,status
Elfreda Rowse,1900-01-01,654,92127,0,1474.0,1282.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,high risk
Nathaniel Prahl,1900-01-01,1768,92126,1,2132.0,1706.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,high risk
Otha Pingree,1900-01-01,1849,92109,0,2224.0,1934.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Kathi Loggins,1900-01-01,1213,92122,1,1036.0,942.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,high risk
Tori Blaker,1900-01-01,2308,92128,0,1698.0,1544.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Rolande Westby,1900-01-01,1959,92107,1,1905.0,1524.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Lupe Mcnally,1962-08-07,1487,92115,0,1653.0,1438.0,60,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Danyell Zimmerer,1900-01-01,496,92104,0,1573.0,1368.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Wilhemina Luckey,1990-02-02,2423,92115,0,1604.0,1395.0,32,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Lupe Mcnally,1962-08-07,1488,92120,0,1764.0,1604.0,60,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Ron Grey,1977-01-22,1965,92117,1,2436.0,1949.0,45,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Steve Mcgirt,1963-06-22,2180,92123,0,1242.0,1080.0,59,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,high risk
Lynnette Menzie,1900-01-01,1500,92102,0,1652.0,1437.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,high risk
Malcolm Bankhead,1978-12-01,1539,92126,0,1191.0,1083.0,44,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,high risk
Mariette Frink,1900-01-01,1587,92116,1,2416.0,1933.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Mitzie Yeldell,2006-01-13,1720,92129,1,1653.0,1503.0,16,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,high risk
Wilhemina Luckey,1990-02-02,2423,92115,0,1604.0,1395.0,32,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Gudrun Pettey,1976-11-07,889,92104,1,2333.0,2121.0,46,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Rosalinda Burgin,1980-07-15,1972,92101,0,1551.0,1410.0,42,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Thalia Luera,1900-01-01,2258,92121,1,0.0,1823.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,high risk
Kayla Stwart,1986-05-17,1223,92117,1,1951.0,1697.0,36,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Linsey Gallop,1900-01-01,1424,92103,0,1545.0,1344.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Nichelle Fergerson,1900-01-01,1782,92105,0,1934.0,1759.0,122,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,high risk
Otha Overlock,1985-12-18,1848,92104,0,1618.0,1295.0,37,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Kylee Padillo,2016-10-06,1296,92111,1,1833.0,1467.0,6,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Carolyn Witmer,1965-10-04,329,92120,1,1794.0,1631.0,57,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Kylee Padillo,2016-10-06,1296,92111,0,1613.0,1467.0,6,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Onie Tuck,1900-01-01,1844,92110,1,0.0,1828.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,high risk
Jaime Ambrose,1900-01-01,1014,92128,1,2160.0,1728.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Marybeth Gula,1966-05-05,1629,92109,1,0.0,1746.0,56,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Sheryll Tipping,1900-01-01,2129,92145,1,0.0,1169.0,122,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,high risk
Madie Pompa,1966-04-28,1516,92115,0,1918.0,1535.0,56,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Roxanne Schrantz,1969-01-28,1999,92120,0,1342.0,1220.0,53,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Erlinda Greenman,1900-01-01,711,92111,0,1276.0,1160.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Eloisa Rockett,1900-01-01,672,92108,1,1444.0,1313.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,high risk
Kali Gorecki,1958-06-16,1184,92124,0,1829.0,1591.0,64,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,high risk
Eleonore Mccranie,1900-01-01,651,92114,0,1432.0,1246.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Soo Goshorn,1900-01-01,2161,92109,0,2266.0,1971.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Williemae Salomon,1900-01-01,2434,92126,0,1375.0,1250.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,high risk
Shila Winn,2008-04-27,2133,92120,1,1523.0,1385.0,14,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Mariette Frink,1900-01-01,1587,92116,1,2126.0,1933.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Magdalen Pimentel,1900-01-01,1528,92115,0,1899.0,1652.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Otha Pingree,1900-01-01,1849,92109,0,2127.0,1934.0,122,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Magan Courts,1900-01-01,1527,92108,0,1617.0,1294.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,high risk
Kati Sharif,1900-01-01,1218,92114,0,2043.0,1858.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Leif Ogburn,1968-04-23,1372,92139,1,0.0,928.0,54,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,high risk
Damien Rathbun,1900-01-01,474,92103,1,1738.0,1580.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Maida Curci,1900-01-01,1532,92116,1,0.0,1337.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Jessenia Farris,1900-01-01,1109,92154,0,1520.0,1322.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,high risk
Sean Proctor,1900-01-01,2057,92117,0,2161.0,1965.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Lloyd Holbert,1900-01-01,1437,92115,0,1991.0,1810.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Daniela Spinella,1980-11-03,484,92105,0,2546.0,2315.0,42,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,high risk
Beata Bevans,2023-09-18,184,92107,0,1254.0,1140.0,-1,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Odilia Crossley,1977-01-20,1833,92109,1,1403.0,1276.0,45,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Ligia Cash,1983-08-22,1415,92101,1,2223.0,2021.0,39,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Kathlene Olberding,1987-04-04,1214,92126,0,2039.0,1854.0,35,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,high risk
Mitzie Yeldell,2006-01-13,1720,92129,1,1878.0,1503.0,16,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,high risk
Beata Bevans,2023-09-18,184,92107,0,1311.0,1140.0,-1,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Jayme Koonce,1957-04-19,1066,92124,1,2300.0,1840.0,65,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,high risk
Chau Luczynski,1900-01-01,374,92119,1,1605.0,1284.0,122,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,high risk
Beata Bevans,2023-09-18,184,92107,1,1254.0,1140.0,-1,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Daniel Ratliff,1900-01-01,486,92130,0,1739.0,1581.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,high risk
Madie Pompa,1966-04-28,1516,92115,0,1765.0,1535.0,56,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Ronna Messer,1966-04-08,1967,92139,1,979.0,890.0,56,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,high risk
Paris Teston,1900-01-01,1861,92124,1,0.0,1778.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,high risk
Kayla Stwart,1986-05-17,1223,92117,0,1866.0,1697.0,36,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Rolande Westby,1900-01-01,1959,92107,0,1905.0,1524.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Stacia Fambro,1900-01-01,2168,92114,0,2183.0,1747.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Mitzie Yeldell,2006-01-13,1720,92129,1,1878.0,1503.0,16,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,high risk
Gwendolyn Licea,1991-08-12,894,92128,1,1493.0,1358.0,31,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Sherice Fabre,1900-01-01,2117,92117,1,1556.0,1245.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Tori Blaker,1900-01-01,2308,92128,0,1698.0,1544.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Nichole Nethery,1900-01-01,1786,92123,1,1342.0,1220.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,high risk
Otha Overlock,1985-12-18,1848,92104,0,1489.0,1295.0,37,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Josefine Engelhard,1993-12-19,1149,92103,0,1488.0,1353.0,29,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Nery Villafana,1980-04-19,1775,92101,1,2377.0,1902.0,42,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Timmy Fulford,1975-06-20,2278,92104,0,1863.0,1491.0,47,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Gudrun Pettey,1976-11-07,889,92104,1,2333.0,2121.0,46,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Luana Pflum,1978-10-17,1465,92114,0,1458.0,1326.0,44,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Jaime Ambrose,1900-01-01,1014,92128,0,1987.0,1728.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Bobbi Guerette,1984-11-04,225,92129,0,2278.0,1981.0,38,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,high risk
Lloyd Holbert,1900-01-01,1437,92115,1,0.0,1810.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Octavia Stoddard,1900-01-01,1827,92121,1,0.0,1233.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,high risk
Kylee Padillo,2016-10-06,1296,92111,0,1613.0,1467.0,6,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Shirly Bruneau,1964-08-01,2136,92104,1,1589.0,1445.0,58,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Lizeth Mcpheeters,1900-01-01,1434,92120,1,0.0,1579.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Kayla Stwart,1986-05-17,1223,92117,0,2121.0,1697.0,36,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Stephen Schaller,1900-01-01,2179,92154,1,0.0,1652.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,high risk
Merna Lasalle,1900-01-01,1672,92107,1,1841.0,1674.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Jaime Ambrose,1900-01-01,1014,92128,1,1987.0,1728.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Nery Villafana,1980-04-19,1775,92101,1,2377.0,1902.0,42,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Christin Svoboda,1984-09-17,395,92131,1,0.0,1837.0,38,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,high risk
Emil Oler,1986-05-23,697,92106,0,1325.0,1205.0,36,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,high risk
Timmy Fulford,1975-06-20,2278,92104,0,1640.0,1491.0,47,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Hertha Rentas,1900-01-01,938,92126,0,1524.0,1386.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,high risk
Alva Guadarrama,1989-10-11,69,92119,1,2142.0,1948.0,33,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,high risk
Nathaniel Prahl,1900-01-01,1767,92110,0,1381.0,1256.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,high risk
Nathaniel Prahl,1900-01-01,1767,92110,0,1444.0,1256.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,high risk
Seymour Stober,1969-03-25,2064,92120,0,1518.0,1380.0,53,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Nery Villafana,1980-04-19,1775,92101,0,2092.0,1902.0,42,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Jazmine Rudisill,1972-09-21,1074,92105,1,2091.0,1901.0,50,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,high risk
Jacqualine Bruso,1969-09-17,1005,92103,0,1382.0,1257.0,53,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Zaida Koepke,1965-01-08,2467,92109,1,1579.0,1436.0,57,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,high risk
Magdalen Pimentel,1900-01-01,1528,92115,0,2065.0,1652.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Ngoc Milner,1959-08-02,1781,92108,1,1930.0,1755.0,63,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,high risk
Charleen Bost,1900-01-01,369,92116,1,676.0,615.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Mertie Hoskins,1968-03-19,1679,92107,1,1309.0,1190.0,54,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Patty Perlman,1970-01-09,1866,92114,0,1865.0,1696.0,52,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Naida Bergh,1900-01-01,1745,92123,1,1189.0,1081.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,high risk
Corie Grove,1900-01-01,447,92128,1,1255.0,1004.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Kylee Padillo,2016-10-06,1296,92111,0,1687.0,1467.0,6,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Clorinda Looby,1980-09-04,431,92127,0,1480.0,1287.0,42,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,high risk
Beata Bevans,2023-09-18,184,92107,0,1311.0,1140.0,-1,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Patty Perlman,1970-01-09,1866,92114,0,1865.0,1696.0,52,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,high risk
Sean Proctor,1900-01-01,2057,92117,1,2456.0,1965.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Danyell Zimmerer,1900-01-01,496,92104,0,1573.0,1368.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Yer Avey,1981-08-05,2449,92129,1,0.0,1308.0,41,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,high risk
Camilla Cashwell,1997-05-19,280,92127,1,1582.0,1439.0,25,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,high risk
Erlinda Greenman,1900-01-01,711,92111,0,1276.0,1160.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,high risk
Myrl Scudder,1900-01-01,1740,92131,0,1456.0,1324.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,high risk
Eldridge Mccarver,1900-01-01,646,92120,0,901.0,784.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Jacqualine Bruso,1969-09-17,1005,92103,0,1382.0,1257.0,53,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Corrin Mask,1900-01-01,451,92103,1,0.0,1528.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Trinity Moline,1900-01-01,2328,92115,0,1695.0,1474.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Blair Schroder,1973-08-01,216,92122,1,1712.0,1557.0,49,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,high risk
Han Freudenthal,1965-06-02,906,92107,0,2162.0,1880.0,57,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Vernia Coloma,1900-01-01,2370,92105,1,1829.0,1663.0,122,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,high risk
Cleotilde Carty,1900-01-01,423,92123,1,0.0,1744.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,high risk
Meagan Stuck,1991-05-20,1650,92101,1,2063.0,1876.0,31,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Naida Bergh,1900-01-01,1745,92123,1,1189.0,1081.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,high risk
Alona Cookingham,1900-01-01,64,92101,1,2348.0,1879.0,122,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
Danyell Zimmerer,1900-01-01,496,92104,0,1504.0,1368.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Corie Grove,1900-01-01,447,92128,0,1154.0,1004.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,high risk
Denna Rumery,1955-04-19,560,92123,0,1729.0,1572.0,67,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,high risk
Ron Grey,1977-01-22,1965,92117,1,2241.0,1949.0,45,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Kathlene Olberding,1987-04-04,1214,92126,0,2132.0,1854.0,35,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,high risk
Sean Proctor,1900-01-01,2057,92117,0,2259.0,1965.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,high risk
Chau Luczynski,1900-01-01,374,92119,0,1605.0,1284.0,122,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,high risk
Ryan Heng,1900-01-01,2020,92106,1,0.0,1468.0,122,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,high risk
Eldridge Mccarver,1900-01-01,646,92120,0,901.0,784.0,122,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,high risk
Beata Bevans,2023-09-18,184,92107,0,1311.0,1140.0,-1,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,high risk
Fawn Sage,1979-10-17,756,92103,0,1973.0,1794.0,43,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Lloyd Holbert,1900-01-01,1437,92115,0,1991.0,1810.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,high risk
Nadine Defalco,2001-10-20,1744,92104,1,1614.0,1468.0,21,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Alayna Alger,1973-06-23,30,92116,1,1231.0,985.0,49,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,high risk
Holli Romer,1983-10-11,946,92104,0,1491.0,1356.0,39,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,high risk
Angelika Halberg,1968-09-24,95,92101,1,1364.0,1240.0,54,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,high risk
King Nygard,1970-03-20,1259,92139,1,1314.0,1195.0,52,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,high risk
Rina Ennals,1981-04-27,1948,92124,0,1542.0,1341.0,41,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,high risk
Chantelle Eaker,1992-12-17,359,92103,1,0.0,1705.0,30,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,high risk
Shyla Moritz,1960-02-24,2140,92108,0,1953.0,1699.0,62,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,high risk
Harriette Hackett,1900-01-01,919,92130,0,1969.0,1790.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,high risk
