name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount
Branda Pittman,01/01/1900,237,92167,20110102,1368,1368
Nicolle Swigert,02/05/1984,1794,92170,06/02/2010,1780,1780
Sona Saidi,12/16/1988,2153,92194,20101101,1913,1531
,Nikki Levins,08/23/1950,1798,92117,20120601,1127,1127
Boris Tebbs,12/20/1959,228,92137,20120101,1334,1334
Emmaline Isett,01/01/1900,699,92117,20110601,2018,2018
Cristopher Skerrett,01/01/1900,460,92127,20111001,2166,2166
Ollie Pancake,01/01/1900,1841,92134,20120302,1889,1889
Krysten Lanman,11/13/1939,1284,92138,20120501,1169,1169
Therese Faunce,12/22/1982,2262,92115,20110201,1392,1392
Nicky Hendon,03/13/1977,1790,92133,20120105,1795,1436
Shantae Bewley,19691010,2082,92111,20110601,1008,1008
Diamond Ohman,01/01/1900,576,92136,20120501,2061,2061
Nicolette Myerson,05/16/1970,1793,92126,20100801,1541,1541
Marjory Kite,01/01/1900,1602,92145,20111001,1637,1637
Kimberely Stlouis,01/01/1900,1253,92119,20100303,1974,1974
Leola Derrickson,01/01/1900,1389,92171,20120101,1421,1421
Queen Heideman,05/21/1981,1900,92132,20111101,1305,1305
Vinnie Stull,19000101,2387,92114,01/01/2011,1216,1216
Alethia Klick,04/06/1968,41,92120,20100401,1187,1187
Miranda Zickefoose,01/01/1900,1710,92170,20110501,1882,1882
Lucio Culler,03/10/1988,1475,92179,20110601,1337,1337
Birdie Smelley,01/12/1951,213,92187,20110601,1681,1681
Sheilah Costas,05/28/1970,2109,92177,20101001,851,851
Shantel Avalos,01/01/1900,2083,92112,20100905,1483,1483
Jettie Debord,11/22/1979,1112,92114,05/01/2010,2025,2025
Carlton Leeks,05/19/1974,305,92193,20101201,1256,1256
Willian Blust,01/01/1900,2433,92190,20101101,1685,1685
,Oda Poirer,01/01/1900,1829,92197,20110501,1352,1352
Antwan Delia,01/01/1900,124,92135,20120801,1154,1154
Ceola Costas,01/12/2001,352,92165,20110704,1938,1938
,Damian Rhines,01/01/1900,473,92168,20110601,1122,1122
Jerrica Folden,10/07/1977,1105,92119,20120801,1847,1847
Gloria Mings,11/28/1967,872,92177,20100602,1814,1814
Germaine Shutts,01/01/1900,840,92123,20100301,1040,1040
Bryant Axley,06/25/1947,255,92196,20111101,1750,1750
Signe Birney,01/01/1900,2141,92115,20101201,1228,1228
Ying Garrow,11/02/1972,2454,92164,20110501,1319,1319
Jonna Newcomb,01/01/1900,1145,92159,20110419,1692,1472
Treasa Island,08/21/1976,2319,92115,20110201,1686,1686
Tomas Layton,01/01/1900,2288,92165,20120301,1600,1600
Moses Hadlock,05/23/1944,1731,92147,20100602,1274,1274
Claude Nusbaum,07/24/1999,413,92153,20100308,1370,1370
Ying Koogler,01/01/1900,2455,92166,20110801,1474,1474
Franklin Digregorio,01/01/1900,799,92123,20100201,832,832
Nickole Compton,10/06/2000,1789,92166,05/01/2012,1661,1661
Tomoko Dollins,01/01/1900,2293,92167,20110805,1048,1048
Darby Santana,19000101,502,92165,20120301,1307,1307
Dara Ottman,01/01/1900,499,92163,20120116,1573,1430
Cristy Luzier,01/01/1900,461,92158,20110301,1280,1280
Eladia Chapin,01/01/1900,637,92116,20120501,1529,1529
Maribeth Pretty,01/01/1900,1580,92172,20120402,1161,1161
Morris Poage,01/01/1900,1730,92137,20110201,1617,1617
Carlo Harrelson,01/01/1900,304,92194,20120311,1806,1642
Dorthey Lodge,19670122,608,92186,20120701,1154,1154
Janay Benny,11/21/1965,1028,92109,20110301,1731,1731
Keenan Chung,10/13/1971,1230,92131,20120301,1357,1357
Pricilla Janowski,01/16/1995,1897,92135,20110601,1423,1423
Helga Deshon,01/01/1900,928,92149,20110201,2034,2034
,Sanjuanita Go,07/03/2004,2046,92198,20100901,1893,1893
Lashawna Janelle,12/15/1972,1335,92119,20120501,1394,1394
Selene Giraud,01/01/1900,2060,92150,20110901,1287,1287
Lore Baird,19000101,1447,92167,20101001,1220,1220
Marg Barre,01/01/1900,1568,92135,20120901,1515,1515
Derick Maus,19000101,567,92195,20120105,1089,1089
Emelina Phalen,19000101,683,92120,20100501,1555,1555
Brett Minard,01/01/1900,244,92124,20100802,1935,1935
Xuan Henningsen,01/01/1900,2444,92103,20111101,683,683
Gale Demos,01/01/1900,814,92107,20100901,1969,1969
Shanon Shrewsbury,01/01/1900,2081,92158,20101202,734,734
Olen Pentz,07/14/1984,1836,92122,20100801,1542,1542
Sabrina Griese,01/01/1900,2026,92158,20120301,1636,1636
Foster Modeste,09/07/1968,792,92139,20120101,1359,1359
Tamiko Seago,03/04/2015,2208,92145,01/01/2012,1074,1074
Sharen Methvin,01/01/1900,2087,92166,20100401,1703,1703
Shila Winn,04/27/2008,2133,92120,20111006,1385,1385
Earlean Cichon,01/01/1900,619,92104,20120312,1161,1056
Chana Kulp,01/01/1900,355,92137,20120501,1186,1186
Olin Charleston,01/14/1975,1839,92172,20100306,1543,1543
Huong Lack,01/01/1900,959,92109,20120601,1455,1455
Tony Manske,01/01/1900,2303,92194,20110905,782,782
Ricky Bateman,07/09/1971,1947,92112,20110101,1369,1369
Bambi Leppert,05/14/1961,178,92109,20110802,1602,1602
Leisa Corriveau,11/11/1982,1377,92163,20110801,1497,1497
September Vesely,12/02/1981,2061,92113,20100601,2023,2023
Johana Ozment,03/02/2013,1129,92121,20120501,1614,1614
Jamila Decuir,01/01/1900,1025,92110,20110601,1334,1334
Chester Heron,01/01/1900,388,92120,20120701,2081,2081
Jen Heitkamp,01/01/1900,1093,92139,20100501,1803,1803
Nan Kueter,01/28/1963,1754,92135,20120801,1536,1536
Evalyn Ipock,01/01/1900,744,92193,20110603,1455,1455
Veronique Sparrow,07/03/1987,2376,92153,20111001,1269,1269
Penny Heintzelman,01/01/1900,1880,92176,20110902,1757,1757
Cory Savage,08/18/1984,454,92117,20120901,1750,1750
Lita Michalik,01/01/1900,1432,92139,20101001,1655,1655
Arthur Finnie,01/01/1900,153,92195,11/01/2010,1206,1206
Danika Strawser,01/01/1900,487,92164,20111001,1506,1506
,Stephania Geier,05/19/1977,2178,92153,20120801,1701,1701
Lizabeth Roof,08/21/1982,1433,92198,20110301,1721,1721
Evalyn Ipock,01/01/1900,744,92193,20110501,1455,1455
An Jain,01/01/1900,106,92145,20111001,1587,1587
Margarette Neitzel,01/01/1900,1564,92177,20110508,1351,1351
,Muriel Shorey,19000101,1734,92138,20120101,1508,1508
Celesta Deng,03/16/1959,349,92153,20101207,-185.55,1237
Teri Alderson,02/27/1989,2246,92116,20120601,1344,1344
Magaly Krebs,01/01/1900,1526,92147,20120202,1814,1814
Racquel Jimenez,11/06/1983,1905,92119,20120701,1301,1301
Lorenza Holdridge,02/03/1947,1448,92179,20100806,1665,1665
Chana Furniss,01/01/1900,354,92163,20110601,998,998
Karyn Halvorson,01/13/1986,1205,92160,10/01/2011,1883,1883
Emilee Samford,01/01/1900,686,92191,20110709,1813,1451
Christi Schantz,01/01/1900,396,92120,20110116,1920,1536
Tereasa Pinzon,19731024,2243,92105,20120704,1981,1981
Blanche Straka,19780207,222,92115,20120202,1728,1728
Irina Situ,08/10/1962,979,92197,20100806,2158,2158
,Kati Sharif,01/01/1900,1218,92114,20120303,1858,1858
Laila Blount,06/03/1992,1306,92110,20110701,1628,1628
Debroah Morlan,01/01/1900,534,92122,20100801,1776,1776
Armando Bilger,01/01/1900,148,92164,20100309,2039,1854
Emilee Samford,01/01/1900,686,92191,20110512,1596,1451
Lettie Houchins,01/01/1900,1410,92155,20100701,1133,1133
Nubia Schebler,06/27/1969,1821,92104,20120401,1690,1690
Sadye Darland,19000101,2032,92128,20120301,1926,1926
Ross Latson,01/01/1900,1995,92142,20110226,1478,1286
Rosamond Ramsburg,19720222,1977,92182,20111001,1339,1339
,Mike Nowlen,01/01/1900,1697,92162,20110301,1371,1371
Jeana Ronald,01/01/1900,1077,92142,20110106,1617,1617
Luanne Eppler,01/01/1900,1469,92170,20111201,1991,1991
Shawn Laraway,01/01/1900,2104,92115,07/01/2011,1140,1140
Jewel Jiang,11/08/1996,1114,92160,20120501,1321,1321
Beverley Lister,09/17/1980,210,92168,20110701,1149,1149
Jasper Vanleer,01/01/1900,1062,92119,01/01/2011,1591,1591
Ed Mcmunn,01/01/1900,625,92160,20120601,1324,1324
Bernadine Schuett,01/01/1900,195,92164,20110701,1929,1929
Harmony Eshelman,07/21/1989,913,92122,20100701,1328,1328
Mariette Frink,01/01/1900,1587,92116,20100605,2416,1933
Lizzette Blowers,03/23/1985,1435,92162,20110908,1727,1727
Adeline Hodgkinson,01/01/1900,13,92114,20110205,1720,1720
Stasia Schindler,19000101,2174,92127,20110701,2277,2277
Chantell Hanshaw,19000101,360,92142,20110201,1601,1601
Bryant Kovar,07/09/1971,256,92102,20120901,898,898
Eugene Cree,04/20/1977,734,92107,20100401,2061,2061
Francisca Heth,11/04/1973,795,92115,20100302,1681,1681
Edna Kemplin,01/01/1900,629,92145,20120401,1706,1706
Alex Earle,11/02/2001,43,92149,04/09/2010,1639,1490
Buford Blauvelt,10/09/1982,265,92199,02/03/2011,970,970
Anisha Abelson,05/05/1993,105,92126,20100901,1185,1185
Jaime Ambrose,01/01/1900,1014,92128,20111111,1900,1728
Lavon Laforest,01/01/1900,1354,92105,20120801,1181,1181
Chi Demery,07/26/1994,389,92192,20100701,1622,1622
Evalyn Trabert,01/01/1900,745,92138,20100401,1695,1695
Onita Saylor,01/01/1900,1845,92142,09/08/2011,842,842
Ouida Vanzile,01/01/1900,1852,92142,20110201,1399,1399
Cassy Heuer,09/20/2003,336,92196,20110901,1976,1976
Marilou Pierpont,19000101,1591,92194,20111001,1520,1520
,Eldridge Mccarver,01/01/1900,646,92120,20111024,901,784
Domitila Olvera,01/01/1900,594,92149,20110601,2321,2321
,Avelina Sheaffer,01/01/1900,171,92114,20120903,1479,1479
,Callie Colvard,01/01/1900,274,92192,20120101,1836,1836
Chester Heron,01/01/1900,388,92120,20110501,2081,2081
Elyse Shaddix,07/25/1994,682,92134,07/04/2012,1897,1897
Pinkie Wittmer,01/01/1900,1889,92169,20111101,1428,1428
Cecily Straka,05/07/1956,346,92177,20111001,2031,2031
Nakia Vickery,19810904,1748,92109,20120201,933,933
Angelic Fillmore,01/01/1900,94,92147,20100810,1041,947
Ward Ealy,07/06/1957,2410,92147,20120901,1618,1618
Enid Couch,07/03/1984,704,92168,03/17/2011,1869,1626
Fransisca Scrivens,02/08/1975,802,92112,20100801,1527,1527
Kerstin Hypolite,01/01/1900,1245,92110,20100401,1082,1082
Jeff Mckeller,01/01/1900,1086,92110,20110611,,1142
Pasquale Breitenstein,09/13/1954,1862,92101,20110801,1038,1038
Suzanna Hardee,01/01/1900,2194,92192,20110301,1800,1800
Tamica Chiu,01/01/1900,2207,92163,07/01/2012,1660,1660
Collin Godby,01/01/1900,443,92107,07/01/2012,1625,1625
Rodrigo Sarkisian,03/20/1986,1958,92166,20100601,1244,1244
Chieko Zamora,06/27/1965,390,92150,20100701,1956,1956
Kyle Voyles,03/13/1946,1297,92169,20100301,1257,1257
Anne Mielke,19530411,115,92168,20101005,2163,2163
Nana Rousey,19640826,1750,92129,07/01/2010,1600,1600
Christa Gobel,12/13/1957,393,92187,20100602,1580,1580
Karmen Kroner,01/01/1900,1196,92192,20110701,1404,1404
Kirk Ricard,12/11/1973,1260,92153,20111101,1750,1750
Noreen Porras,08/09/1989,1815,92132,20111005,1961,1961
Georgette Kowalczyk,12/05/1986,834,92136,20101003,2303,2303
Tara Chalk,19000101,2223,92169,20111120,1881,1636
Collene Carlberg,12/21/2012,440,92121,20110601,1020,1020
Madalene Perl,07/28/1966,1511,92199,20120101,1700,1700
Karisa Tarlton,01/01/1900,1195,92179,20111101,1559,1559
Kathi Loggins,01/01/1900,1213,92122,09/05/2010,942,942
Pilar Dematteo,11/13/1966,1888,92110,20120701,999,999
Kyung Fraga,01/23/1958,1302,92190,20120402,1683,1683
,Kali Gorecki,06/16/1958,1185,92149,20110504,1137,1137
,Aundrea Rench,04/22/1961,163,92132,20120702,1517,1517
Chester Heron,01/01/1900,388,92120,20120802,2081,2081
Ryan Stanton,01/01/1900,2022,92174,20120801,1482,1482
Remona Brobst,19000101,1932,92184,20110306,,1440
Gussie Breitenbach,01/01/1900,890,92179,20120201,1840,1840
Irene Mendoza,01/01/1900,978,92165,20120916,892,811
Marlon Guarnieri,01/01/1900,1609,92112,20101201,1267,1267
Jordon Shadley,01/01/1900,1147,92184,20110401,1467,1467
Lucretia Covert,12/15/1991,1476,92132,20100501,1534,1534
Emmett Livermore,11/08/1987,701,92170,20100401,1502,1502
Tyson Finn,01/01/1900,2348,92167,20110201,1348,1348
Rodrigo Sarkisian,03/20/1986,1958,92166,20110401,1244,1244
Carmine Montelongo,02/09/1971,315,92124,20111201,1648,1648
Yevette Vickers,01/01/1900,2453,92106,20110601,1693,1693
Lee Bickford,11/11/1972,1368,92158,20110206,1085,1085
Thresa Zahler,01/01/1900,2271,92175,20120501,1413,1413
,Romeo Junge,09/04/1974,1962,92191,20100401,1295,1295
Jc Eichelberger,01/01/1900,1075,92123,20110401,1227,1227
Tiffani Coupe,12/27/1975,2274,92161,20100901,1223,1223
Kesha Cesar,01/01/1900,1246,92159,20110202,1063,1063
Lorriane Lowry,01/01/1900,1457,92193,20120801,1792,1792
Kemberly Currence,01/01/1900,1238,92187,20120501,1462,1462
Yuki Uhler,08/19/1962,2461,92195,20111001,2172,2172
Josef Mcgarr,01/01/1900,1150,92164,20120201,1226,1226
Marilee Kingsberry,07/28/1972,1590,92191,20101201,1246,1246
Darwin Domenick,01/01/1900,514,92132,20101001,994,994
Maribel Weigand,19640708,1579,92127,20120201,1650,1650
Sudie Galante,05/08/1957,2183,92105,11/10/2011,1328,1208
Olen Pentz,07/14/1984,1836,92122,20111101,1542,1542
Loise Payne,08/05/1994,1439,92105,20120501,1842,1842
Lizzette Blowers,03/23/1985,1435,92162,20120202,1727,1727
Breanna Hodgkins,19660420,241,92129,20111001,1213,1213
Diamond Ohman,01/01/1900,576,92136,20100901,2061,2061
Tommy Coppock,02/02/1971,2291,92110,20110101,1754,1754
Harriette Gulotta,02/21/1977,916,92112,20110901,1886,1886
Marilyn Kessinger,05/19/1967,1595,92104,20120401,1061,1061
Mercedez Purdie,01/01/1900,1667,92187,20100611,1326,1206
Gemma Sala,10/24/1970,825,92192,20110902,1636,1636
Tereasa Pinzon,19731024,2243,92105,20110208,1981,1981
Harland Liggins,11/28/1983,910,92194,20110401,1978,1978
Fleta Groseclose,01/01/1900,775,92153,20110205,1508,1508
Charlette Villeda,01/04/1993,370,92145,20111001,1516,1516
Tara Wedding,01/01/1900,2226,92136,20120702,1246,1246
Rubye Hetherington,19000101,2005,92104,20111201,1548,1548
Dannielle Sherwood,01/01/1900,491,92196,20120313,1105,1005
Ethan Mosteller,08/08/2018,722,92199,20101201,1844,1844
Marlys Mulvihill,01/01/1900,1610,92132,20100901,1343,1343
Krystal Dombrosky,01/01/1900,1283,92130,20120201,1614,1614
Eldridge Mccarver,01/01/1900,646,92120,20120202,784,784
Norma Hartl,01/01/1900,1816,92147,20120301,1520,1520
Leandra Anstine,01/01/1900,1358,92171,20110112,1714,1559
Frank Correll,05/23/1982,796,92137,20120201,968,968
Leland Bernardino,01/01/1900,1380,92184,20110301,1823,1823
Malik Alexandre,11/02/1984,1541,92116,20100306,1508,1508
Georgianne Edlund,01/01/1900,836,92171,20101002,1698,1698
Polly Eaker,11/12/1972,1891,92165,20110308,1706,1365
Letty Morrison,12/08/1975,1412,92164,20120401,1513,1513
Aurora Stricklin,04/28/1960,169,92150,06/07/2012,1714,1714
Lorinda Cude,07/19/1977,1455,92160,10/01/2010,1138,1138
Jadwiga Schuette,01/01/1900,1013,92182,20100701,1795,1795
Nisha Froehlich,19750107,1802,92163,06/01/2012,1347,1347
Sulema Scheffler,03/20/1987,2187,92107,01/01/2012,1652,1652
Stanton Rahim,08/08/1937,2172,92102,20101201,1403,1403
Elwanda Saver,06/07/2007,680,92122,20100501,1628,1628
Germaine Shutts,01/01/1900,840,92123,20111201,-156.0,1040
Jackson Noland,07/11/2007,1003,92150,20100901,1478,1478
Dalene Bialaszewski,01/01/1900,469,92199,20100324,1334,1160
Salvatore Keim,01/17/1968,2035,92103,20100901,1764,1764
Gracie Strasburg,01/01/1900,874,92113,20120401,1708,1708
Miranda Zickefoose,01/01/1900,1710,92170,20101002,1882,1882
Tyesha Savell,07/01/1983,2339,92153,20120914,1574,1431
Margery Singleterry,01/01/1900,1570,92167,20111105,1288,1288
Colette Letson,09/17/2004,438,92126,20110111,1641,1492
Jodie Dildine,01/01/1900,1122,92177,20111201,1398,1398
Boris Tebbs,12/20/1959,228,92137,20100301,1334,1334
Asuncion Leath,05/02/1972,160,92158,20110101,1469,1469
Latesha Emmons,01/01/1900,1339,92117,20120301,1816,1816
Teodoro Menzel,01/01/1900,2239,92160,20110601,1336,1336
Arlena Oren,01/01/1900,139,92172,20100601,917,917
Lani Hessler,01/01/1900,1319,92138,20120801,1464,1464
Lizabeth Roof,08/21/1982,1433,92198,20110901,1721,1721
Elenor Vince,08/18/1990,650,92169,20110502,1435,1435
Malorie Bartsch,07/26/1970,1545,92111,20100701,1402,1402
Kiara Paquet,05/08/1955,1250,92162,20100401,1266,1266
Jennie Carnegie,01/01/1900,1097,92190,20100501,1681,1681
Patty Perlman,01/09/1970,1866,92114,20120504,1696,1696
Gerry Hitchman,01/01/1900,841,92108,20120301,1874,1874
Giselle Hillhouse,09/12/1991,856,92147,20120601,1199,1199
Javier Fiore,02/17/2020,1063,92160,20100304,1666,1666
Keenan Chung,10/13/1971,1230,92131,20111001,1357,1357
Rufus Puryear,01/01/1900,2009,92142,05/01/2011,1833,1833
Rosaura Konieczny,20040720,1983,92168,20110802,2179,2179
,Alita Villasenor,01/01/1900,56,92175,20110403,1135,1135
Ngoc Milner,08/02/1959,1781,92108,20100227,2018,1755
Harmony Eshelman,07/21/1989,913,92122,20100801,1328,1328
Alva Guadarrama,10/11/1989,69,92119,20111001,1948,1948
Elma Bozell,12/05/1971,669,92140,20120701,1243,1243
Tamara Tapper,12/22/1991,2203,92163,20120307,1268,1268
Miranda Zickefoose,01/01/1900,1710,92170,20110401,1882,1882
Veronique Hogans,19960315,2375,92182,01/01/2012,1596,1596
Melida Davalos,11/12/1980,1656,92137,20120201,1608,1608
Nicky Hendon,03/13/1977,1790,92133,20110908,1795,1436
Walter Squillace,01/01/1900,2402,92112,20111215,1689,1536
Ardelia Schewe,01/01/1900,129,92121,20101101,1512,1512
Giovanna Wakefield,02/04/1992,852,92174,20110601,1401,1401
Margaretta Yarnall,01/01/1900,1560,92186,20100801,1367,1367
Sandee Vance,05/19/1994,2043,92167,20100601,1340,1340
Nikki Wygant,19000101,1799,92166,20111001,1640,1640
Marybelle Goodrich,19781014,1628,92182,03/01/2010,1735,1735
Damien Rathbun,01/01/1900,474,92103,20110702,1580,1580
Marni Lomanto,19000101,1613,92175,20120501,1255,1255
Sharri Lipson,01/01/1900,2093,92129,20100301,1175,1175
Hayden Holford,01/01/1900,922,92138,20100613,2306,2097
Nobuko Rodda,11/10/2011,1804,92137,20110801,1267,1267
Lorina Krehbiel,10/23/1984,1452,92165,20110807,1477,1477
Buford Blauvelt,10/09/1982,265,92199,07/26/2010,1115,970
Holli Gilliard,03/21/1992,944,92197,20100401,1768,1768
Natalya Favors,04/20/1982,1761,92114,05/01/2011,609,609
Otha Pingree,01/01/1900,1849,92109,20100625,2224,1934
Odelia Dugan,04/18/1995,1830,92190,20100701,1290,1290
Elyse Haner,01/01/1900,681,92176,20101202,1352,1352
Tameika Hamernik,12/25/1988,2204,92102,11/01/2011,1681,1681
Sherice Fabre,01/01/1900,2117,92117,20120511,1369,1245
Clare Tilly,12/21/1956,407,92155,20100801,1723,1723
Anika Fetzer,01/01/1900,102,92131,20100201,1825,1825
Sau Hitchcock,19930805,2056,92155,20120601,1602,1602
Margorie Prichett,01/01/1900,1571,92103,20110101,1296,1296
Marietta Welcher,01/01/1900,1585,92159,20110101,1540,1540
Rosamond Ramsburg,19720222,1977,92182,20101101,1339,1339
Elfreda Rowse,01/01/1900,654,92127,20120118,1474,1282
Ernestine Freeze,01/01/1900,715,92152,20110702,-188.85,1259
Adan Havlik,19960423,11,92138,20101101,1794,1794
Eufemia Oller,01/01/1900,732,92163,20110601,1597,1597
Candace Yau,03/27/1988,282,92145,20100501,1290,1290
Bettye Avendano,01/01/1900,206,92164,20100803,1976,1976
Birgit Strackbein,01/01/1900,214,92194,20100701,1662,1662
Deonna Wildes,01/01/1900,565,92140,20110401,1474,1474
Goldie Moriarty,01/01/1900,873,92171,20110901,1680,1680
Jeanice Mote,01/01/1900,1079,92184,20100412,1705,1550
Harriette Hackett,01/01/1900,919,92130,20120717,2237,1790
Oda Poirer,01/01/1900,1829,92197,20110301,,1352
Anabel Odem,11/11/1978,86,92164,08/01/2012,1610,1610
Kary Wein,19420412,1206,92115,20101001,1864,1864
Walton Talmadge,01/01/1900,2403,92136,20100601,1922,1922
Ambrose Puthoff,10/12/1981,80,92137,20120501,1676,1676
Cherilyn Kelsey,04/13/1988,382,92108,20100601,1515,1515
Ashlea Pietz,09/07/1980,155,92119,20120101,1925,1925
Buford Blauvelt,10/09/1982,265,92199,05/12/2011,1067,970
Cheri Kennon,07/01/1950,380,92169,20101101,1241,1241
Giuseppina Payeur,03/03/1998,864,92177,20100501,1796,1796
Colene Goff,08/14/1950,437,92163,04/04/2011,1843,1843
Shelby Sedillo,01/01/1900,2111,92149,20100902,2216,1773
Betsey Son,19800815,205,92162,20120401,1560,1560
Boyd Silliman,01/01/1900,229,92175,20121003,1331,1065
Leola Derrickson,01/01/1900,1389,92171,20120801,1421,1421
Kasha Deckard,01/01/1900,1208,92198,20120801,1619,1619
Waneta Zaremba,10/18/1971,2406,92120,20111001,1703,1703
Tawny Lipsey,19841208,2231,92139,20110401,1356,1356
Yong Wurth,04/14/1992,2458,92154,20120901,1587,1587
,Kory Knapper,08/06/1984,1277,92169,20100901,1743,1743
Jonie Hodes,02/05/1972,1144,92199,20110801,1817,1817
Sheri Fehr,09/02/1979,2119,92102,20100601,1296,1296
Leida Yap,04/21/1988,1371,92124,20101201,1716,1716
Lauran Thacker,01/01/1900,1347,92102,20110501,768,768
Tinisha Winfrey,01/01/1900,2281,92176,20120705,980,980
Han Freudenthal,06/02/1965,906,92107,20101002,2350,1880
Otha Overlock,12/18/1985,1848,92104,20120705,1295,1295
Jamee Roundtree,01/01/1900,1021,92193,07/20/2011,1208,1051
Hai Doiron,01/01/1900,899,92110,20120201,977,977
Malorie Bartsch,07/26/1970,1545,92111,20110701,1402,1402
Lucio Culler,03/10/1988,1475,92179,20110101,1337,1337
Arletha Plumadore,01/01/1900,140,92111,20110701,1501,1501
Alvera Goffney,01/01/1900,70,92138,20101001,1959,1959
Johnson Lovingood,01/01/1900,1138,92184,20110201,1633,1633
Octavia Stoddard,01/01/1900,1827,92121,20110901,1233,1233
Jacquiline Lamphear,06/24/1983,1010,92174,20110101,1904,1904
Vi Cantara,01/01/1900,2378,92114,20120901,1056,1056
Treasa Island,08/21/1976,2319,92115,20111205,1686,1686
Carol Dacosta,07/05/1987,317,92150,20110301,-216.9,1446
Jesenia Vass,19000101,1106,92107,20100802,1476,1476
Harriette Hackett,01/01/1900,919,92130,20120330,2058,1790
Vincenzo Allsup,03/06/2001,2386,92196,08/08/2010,1046,1046
